"","db","query","phylum","class","order","family","genus","species","ncbi"
"2907","itis","Dieffenbachia duidae",NA,NA,NA,NA,NA,NA,NA
"2908","itis","Dieffenbachia humilis",NA,NA,NA,NA,NA,NA,NA
"2909","itis","Dieffenbachia killipii",NA,NA,NA,NA,NA,NA,NA
"2910","itis","Dieffenbachia krukoffii",NA,NA,NA,NA,NA,NA,NA
"2911","itis","Dieffenbachia millikenii",NA,NA,NA,NA,NA,NA,NA
"2912","itis","Dieffenbachia parvifolia",NA,NA,NA,NA,NA,NA,NA
"2913","itis","Dieffenbachia seguine",NA,"Magnoliopsida","Alismatales","Araceae","Dieffenbachia","Dieffenbachia seguine",NA
"2914","itis","Dieffenbachia smithii",NA,NA,NA,NA,NA,NA,NA
"2915","itis","Dieffenbachia tefensis",NA,NA,NA,NA,NA,NA,NA
"2916","itis","Dieffenbachia tonduzii",NA,NA,NA,NA,NA,NA,NA
"2917","itis","Dieffenbachia weiri",NA,NA,NA,NA,NA,NA,NA
"2918","itis","Digitaria bicornis",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria bicornis",NA
"2919","itis","Digitaria ciliaris",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria ciliaris",NA
"2920","itis","Digitaria fuscescens",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria fuscescens",NA
"2921","itis","Digitaria horizontalis",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria horizontalis",NA
"2922","itis","Digitaria insularis",NA,NA,NA,NA,NA,"Digitaria insularis",NA
"2923","itis","Digitaria parviflora",NA,NA,NA,NA,NA,NA,NA
"2924","itis","Digitaria sacchariflora",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria sacchariflora",NA
"2925","itis","Digitaria setigera",NA,"Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria setigera",NA
"2926","itis","Digomphia ceratophora",NA,NA,NA,NA,NA,NA,NA
"2927","itis","Digomphia densicoma",NA,NA,NA,NA,NA,NA,NA
"2928","itis","Digomphia laurifolia",NA,NA,NA,NA,NA,NA,NA
"2929","itis","Dilkea acuminata",NA,NA,NA,NA,NA,NA,NA
"2930","itis","Dilkea cuneata",NA,NA,NA,NA,NA,NA,NA
"2931","itis","Dilkea exilis",NA,NA,NA,NA,NA,NA,NA
"2932","itis","Dilkea parviflora",NA,NA,NA,NA,NA,NA,NA
"2933","itis","Dilkea retusa",NA,NA,NA,NA,NA,NA,NA
"2934","itis","Dilodendron bipinnatum",NA,NA,NA,NA,NA,NA,NA
"2935","itis","Dimerocostus strobilaceus",NA,NA,NA,NA,NA,NA,NA
"2936","itis","Dimorphandra campinarum",NA,NA,NA,NA,NA,NA,NA
"2937","itis","Dimorphandra caudata",NA,NA,NA,NA,NA,NA,NA
"2938","itis","Dimorphandra coccinea",NA,NA,NA,NA,NA,NA,NA
"2939","itis","Dimorphandra cuprea",NA,NA,NA,NA,NA,NA,NA
"2940","itis","Dimorphandra davisii",NA,NA,NA,NA,NA,NA,NA
"2941","itis","Dimorphandra gigantea",NA,NA,NA,NA,NA,NA,NA
"2942","itis","Dimorphandra ignea",NA,NA,NA,NA,NA,NA,NA
"2943","itis","Dimorphandra macrostachya",NA,NA,NA,NA,NA,NA,NA
"2944","itis","Dimorphandra multiflora",NA,NA,NA,NA,NA,NA,NA
"2945","itis","Dimorphandra parviflora",NA,NA,NA,NA,NA,NA,NA
"2946","itis","Dimorphandra pennigera",NA,NA,NA,NA,NA,NA,NA
"2947","itis","Dimorphandra pullei",NA,NA,NA,NA,NA,NA,NA
"2948","itis","Dimorphandra unijuga",NA,NA,NA,NA,NA,NA,NA
"2949","itis","Dimorphandra urubuensis",NA,NA,NA,NA,NA,NA,NA
"2950","itis","Dimorphandra vernicosa",NA,NA,NA,NA,NA,NA,NA
"2951","itis","Dinizia excelsa",NA,NA,NA,NA,NA,NA,NA
"2952","itis","Dioclea apurensis",NA,NA,NA,NA,NA,NA,NA
"2953","itis","Dioclea guianensis",NA,NA,NA,NA,NA,NA,NA
"2954","itis","Dioclea rosea",NA,NA,NA,NA,NA,NA,NA
"2955","itis","Dioclea vallensis",NA,NA,NA,NA,NA,NA,NA
"2956","itis","Dioclea virgata",NA,NA,NA,NA,NA,NA,NA
"2957","itis","Diodia kuntzei",NA,NA,NA,NA,NA,NA,NA
"2958","itis","Diodia ocymifolia",NA,NA,NA,NA,NA,"Diodia ocymifolia",NA
"2959","itis","Dioscorea amaranthoides",NA,NA,NA,NA,NA,NA,NA
"2960","itis","Dioscorea amazonum",NA,NA,NA,NA,NA,NA,NA
"2961","itis","Dioscorea bulbifera",NA,"Magnoliopsida","Dioscoreales","Dioscoreaceae","Dioscorea","Dioscorea bulbifera",NA
"2962","itis","Dioscorea cayenensis",NA,"Magnoliopsida","Dioscoreales","Dioscoreaceae","Dioscorea","Dioscorea cayenensis",NA
"2963","itis","Dioscorea chondrocarpa",NA,NA,NA,NA,NA,NA,NA
"2964","itis","Dioscorea crotalariifolia",NA,NA,NA,NA,NA,NA,NA
"2965","itis","Dioscorea dodecaneura",NA,NA,NA,NA,NA,NA,NA
"2966","itis","Dioscorea glandulosa",NA,NA,NA,NA,NA,NA,NA
"2967","itis","Dioscorea hassleriana",NA,NA,NA,NA,NA,NA,NA
"2968","itis","Dioscorea iquitosensis",NA,NA,NA,NA,NA,NA,NA
"2969","itis","Dioscorea marginata",NA,NA,NA,NA,NA,NA,NA
"2970","itis","Dioscorea megacarpa",NA,NA,NA,NA,NA,NA,NA
"2971","itis","Dioscorea melastomatifolia",NA,NA,NA,NA,NA,NA,NA
"2972","itis","Dioscorea multiflora",NA,NA,NA,NA,NA,NA,NA
"2973","itis","Dioscorea neblinensis",NA,NA,NA,NA,NA,NA,NA
"2974","itis","Dioscorea olfersiana",NA,NA,NA,NA,NA,NA,NA
"2975","itis","Dioscorea piperifolia",NA,NA,NA,NA,NA,NA,NA
"2976","itis","Dioscorea rumicoides",NA,NA,NA,NA,NA,NA,NA
"2977","itis","Dioscorea stegelmanniana",NA,NA,NA,NA,NA,NA,NA
"2978","itis","Dioscorea trifida",NA,"Magnoliopsida","Dioscoreales","Dioscoreaceae","Dioscorea","Dioscorea trifida",NA
"2979","itis","Diospyros artanthifolia",NA,NA,NA,NA,NA,NA,NA
"2980","itis","Diospyros arupaj",NA,NA,NA,NA,NA,NA,NA
"2981","itis","Diospyros bullata",NA,NA,NA,NA,NA,NA,NA
"2982","itis","Diospyros capreifolia",NA,NA,NA,NA,NA,NA,NA
"2983","itis","Diospyros carbonaria",NA,NA,NA,NA,NA,NA,NA
"2984","itis","Diospyros cauligera",NA,NA,NA,NA,NA,NA,NA
"2985","itis","Diospyros cavalcantei",NA,NA,NA,NA,NA,NA,NA
"2986","itis","Diospyros cayennensis",NA,NA,NA,NA,NA,NA,NA
"2987","itis","Diospyros egleri",NA,NA,NA,NA,NA,NA,NA
"2988","itis","Diospyros froesii",NA,NA,NA,NA,NA,NA,NA
"2989","itis","Diospyros glomerata",NA,NA,NA,NA,NA,NA,NA
"2990","itis","Diospyros guatterioides",NA,NA,NA,NA,NA,NA,NA
"2991","itis","Diospyros guianensis",NA,NA,NA,NA,NA,NA,NA
"2992","itis","Diospyros inconstans",NA,NA,NA,NA,NA,NA,NA
"2993","itis","Diospyros juruensis",NA,NA,NA,NA,NA,NA,NA
"2994","itis","Diospyros kondor",NA,NA,NA,NA,NA,NA,NA
"2995","itis","Diospyros krukovii",NA,NA,NA,NA,NA,NA,NA
"2996","itis","Diospyros longistyla",NA,NA,NA,NA,NA,NA,NA
"2997","itis","Diospyros manausensis",NA,NA,NA,NA,NA,NA,NA
"2998","itis","Diospyros micrantha",NA,NA,NA,NA,NA,NA,NA
"2999","itis","Diospyros myrmecocarpa",NA,NA,NA,NA,NA,NA,NA
"3000","itis","Diospyros nanay",NA,NA,NA,NA,NA,NA,NA
"3001","itis","Diospyros piresii",NA,NA,NA,NA,NA,NA,NA
"3002","itis","Diospyros poeppigiana",NA,NA,NA,NA,NA,NA,NA
"3003","itis","Diospyros polyandra",NA,NA,NA,NA,NA,NA,NA
"3004","itis","Diospyros pseudoxylopia",NA,NA,NA,NA,NA,NA,NA
"3005","itis","Diospyros sericea",NA,NA,NA,NA,NA,NA,NA
"3006","itis","Diospyros subrotata",NA,NA,NA,NA,NA,NA,NA
"3007","itis","Diospyros tarim",NA,NA,NA,NA,NA,NA,NA
"3008","itis","Diospyros tenuiflora",NA,NA,NA,NA,NA,NA,NA
"3009","itis","Diospyros tetrandra",NA,NA,NA,NA,NA,NA,NA
"3010","itis","Diospyros uaupensis",NA,NA,NA,NA,NA,NA,NA
"3011","itis","Diphyscium longifolium",NA,NA,NA,NA,NA,NA,NA
"3012","itis","Diplacrum capitatum",NA,NA,NA,NA,NA,NA,NA
"3013","itis","Diplacrum guianense",NA,NA,NA,NA,NA,NA,NA
"3014","itis","Diplasia karatifolia",NA,NA,NA,NA,NA,NA,NA
"3015","itis","Diplasiolejeunea brunnea",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea brunnea",NA
"3016","itis","Diplasiolejeunea glaziovii",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea glaziovii",NA
"3017","itis","Diplasiolejeunea guadalupensis",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea guadalupensis",NA
"3018","itis","Diplasiolejeunea pauckertii",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea pauckertii",NA
"3019","itis","Diplasiolejeunea pellucida",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea pellucida",NA
"3020","itis","Diplasiolejeunea unidentata",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Diplasiolejeunea","Diplasiolejeunea unidentata",NA
"3021","itis","Diplazium aberrans",NA,NA,NA,NA,NA,NA,NA
"3022","itis","Diplazium centripetale",NA,"Polypodiopsida","Polypodiales","Athyriaceae","Diplazium","Diplazium centripetale",NA
"3023","itis","Diplazium cristatum",NA,"Polypodiopsida","Polypodiales","Athyriaceae","Diplazium","Diplazium cristatum",NA
"3024","itis","Diplazium grandifolium",NA,"Polypodiopsida","Polypodiales","Athyriaceae","Diplazium","Diplazium grandifolium",NA
"3025","itis","Diplazium lechleri",NA,NA,NA,NA,NA,NA,NA
"3026","itis","Diplazium lindbergii",NA,NA,NA,NA,NA,NA,NA
"3027","itis","Diplazium pinnatifidum",NA,NA,NA,NA,NA,NA,NA
"3028","itis","Diplazium striatum",NA,"Polypodiopsida","Polypodiales","Athyriaceae","Diplazium","Diplazium striatum",NA
"3029","itis","Diplazium tabalosense",NA,NA,NA,NA,NA,NA,NA
"3030","itis","Diploon cuspidatum",NA,NA,NA,NA,NA,NA,NA
"3031","itis","Diplopterys cabrerana",NA,NA,NA,NA,NA,NA,NA
"3032","itis","Diplopterys erianthera",NA,NA,NA,NA,NA,NA,NA
"3033","itis","Diplopterys krukoffii",NA,NA,NA,NA,NA,NA,NA
"3034","itis","Diplopterys lucida",NA,NA,NA,NA,NA,NA,NA
"3035","itis","Diplopterys pubipetala",NA,NA,NA,NA,NA,NA,NA
"3036","itis","Diplotropis brasiliensis",NA,NA,NA,NA,NA,NA,NA
"3037","itis","Diplotropis martiusii",NA,NA,NA,NA,NA,NA,NA
"3038","itis","Diplotropis peruviana",NA,NA,NA,NA,NA,NA,NA
"3039","itis","Diplotropis purpurea",NA,NA,NA,NA,NA,NA,NA
"3040","itis","Diplotropis rodriguesii",NA,NA,NA,NA,NA,NA,NA
"3041","itis","Diplotropis strigulosa",NA,NA,NA,NA,NA,NA,NA
"3042","itis","Diplotropis triloba",NA,NA,NA,NA,NA,NA,NA
"3043","itis","Dipteryx alata",NA,NA,NA,NA,NA,NA,NA
"3044","itis","Dipteryx ferrea",NA,NA,NA,NA,NA,NA,NA
"3045","itis","Dipteryx magnifica",NA,NA,NA,NA,NA,NA,NA
"3046","itis","Dipteryx micrantha",NA,NA,NA,NA,NA,NA,NA
"3047","itis","Dipteryx odorata",NA,"Magnoliopsida","Fabales","Fabaceae","Dipteryx","Dipteryx odorata",NA
"3048","itis","Dipteryx polyphylla",NA,NA,NA,NA,NA,NA,NA
"3049","itis","Dipteryx punctata",NA,NA,NA,NA,NA,NA,NA
"3050","itis","Dipteryx rosea",NA,NA,NA,NA,NA,NA,NA
"3051","itis","Dipteryx tetraphylla",NA,NA,NA,NA,NA,NA,NA
"3052","itis","Disciphania cubijensis",NA,NA,NA,NA,NA,NA,NA
"3053","itis","Disciphania killipii",NA,NA,NA,NA,NA,NA,NA
"3054","itis","Disciphania lobata",NA,NA,NA,NA,NA,NA,NA
"3055","itis","Disciphania sarcostephana",NA,NA,NA,NA,NA,NA,NA
"3056","itis","Discocarpus essequeboensis",NA,NA,NA,NA,NA,NA,NA
"3057","itis","Discocarpus gentryi",NA,NA,NA,NA,NA,NA,NA
"3058","itis","Discocarpus spruceanus",NA,NA,NA,NA,NA,NA,NA
"3059","itis","Discophora guianensis",NA,NA,NA,NA,NA,NA,NA
"3060","itis","Disocactus amazonicus",NA,NA,NA,NA,NA,"Disocactus amazonicus",NA
"3061","itis","Disteganthus basilateralis",NA,NA,NA,NA,NA,NA,NA
"3062","itis","Disteganthus lateralis",NA,NA,NA,NA,NA,NA,NA
"3063","itis","Disterigma humboldtii",NA,NA,NA,NA,NA,NA,NA
"3064","itis","Disterigma staphelioides",NA,NA,NA,NA,NA,NA,NA
"3065","itis","Distictella magnoliifolia",NA,"Magnoliopsida","Lamiales","Bignoniaceae","Distictella","Distictella magnoliifolia",NA
"3066","itis","Distictella mansoana",NA,NA,NA,NA,NA,NA,NA
"3067","itis","Distictella racemosa",NA,NA,NA,NA,NA,"Distictella racemosa",NA
"3068","itis","Distimake cissoides",NA,NA,NA,NA,NA,NA,NA
"3069","itis","Distimake contorquens",NA,NA,NA,NA,NA,NA,NA
"3070","itis","Distimake dissectus",NA,NA,NA,NA,NA,NA,NA
"3071","itis","Distimake macrocalyx",NA,NA,NA,NA,NA,NA,NA
"3072","itis","Distimake wurdackii",NA,NA,NA,NA,NA,NA,NA
"3073","itis","Ditassa auyantepuiensis",NA,NA,NA,NA,NA,NA,NA
"3074","itis","Ditassa buntingii",NA,NA,NA,NA,NA,NA,NA
"3075","itis","Ditassa foldatsii",NA,NA,NA,NA,NA,NA,NA
"3076","itis","Ditassa franciscoi",NA,NA,NA,NA,NA,NA,NA
"3077","itis","Ditassa gracilipes",NA,NA,NA,NA,NA,NA,NA
"3078","itis","Ditassa nigrescens",NA,NA,NA,NA,NA,NA,NA
"3079","itis","Ditassa sobradoi",NA,NA,NA,NA,NA,NA,NA
"3080","itis","Ditrysinia fruticosa",NA,"Magnoliopsida","Malpighiales","Euphorbiaceae","Ditrysinia","Ditrysinia fruticosa",NA
"3081","itis","Dodecastigma amazonicum",NA,NA,NA,NA,NA,NA,NA
"3082","itis","Dodecastigma integrifolium",NA,NA,NA,NA,NA,NA,NA
"3083","itis","Dodecastigma uleanum",NA,NA,NA,NA,NA,NA,NA
"3084","itis","Dolichandra dentata",NA,NA,NA,NA,NA,NA,NA
"3085","itis","Dolichandra quadrivalvis",NA,NA,NA,NA,NA,NA,NA
"3086","itis","Dolichandra uncata",NA,NA,NA,NA,NA,"Dolichandra uncata",NA
"3087","itis","Dolichandra unguis-cati",NA,"Magnoliopsida","Lamiales","Bignoniaceae","Dolichandra","Dolichandra unguis-cati",NA
"3088","itis","Doliocarpus amazonicus",NA,NA,NA,NA,NA,NA,NA
"3089","itis","Doliocarpus aracaensis",NA,NA,NA,NA,NA,NA,NA
"3090","itis","Doliocarpus areolatus",NA,NA,NA,NA,NA,NA,NA
"3091","itis","Doliocarpus aureobaccus",NA,NA,NA,NA,NA,NA,NA
"3092","itis","Doliocarpus brevipedicellatus",NA,"Magnoliopsida","Dilleniales","Dilleniaceae","Doliocarpus","Doliocarpus brevipedicellatus",NA
"3093","itis","Doliocarpus dasyanthus",NA,NA,NA,NA,NA,NA,NA
"3094","itis","Doliocarpus dentatus",NA,NA,NA,NA,NA,NA,NA
"3095","itis","Doliocarpus guianensis",NA,NA,NA,NA,NA,NA,NA
"3096","itis","Doliocarpus hispidobaccatus",NA,NA,NA,NA,NA,NA,NA
"3097","itis","Doliocarpus macrocarpus",NA,NA,NA,NA,NA,NA,NA
"3098","itis","Doliocarpus magnificus",NA,NA,NA,NA,NA,NA,NA
"3099","itis","Doliocarpus major",NA,"Magnoliopsida","Dilleniales","Dilleniaceae","Doliocarpus","Doliocarpus major",NA
"3100","itis","Doliocarpus multiflorus",NA,NA,NA,NA,NA,NA,NA
"3101","itis","Doliocarpus novogranatensis",NA,NA,NA,NA,NA,NA,NA
"3102","itis","Doliocarpus paraensis",NA,NA,NA,NA,NA,NA,NA
"3103","itis","Doliocarpus prancei",NA,NA,NA,NA,NA,NA,NA
"3104","itis","Doliocarpus savannarum",NA,NA,NA,NA,NA,NA,NA
"3105","itis","Doliocarpus spraguei",NA,NA,NA,NA,NA,NA,NA
"3106","itis","Doliocarpus verruculosus",NA,NA,NA,NA,NA,NA,NA
"3107","itis","Donnellia commutata",NA,"Bryopsida","Hypnales","Sematophyllaceae","Donnellia","Donnellia commutata",NA
"3108","itis","Dorstenia brasiliensis",NA,NA,NA,NA,NA,NA,NA
"3109","itis","Dorstenia cayapia",NA,NA,NA,NA,NA,NA,NA
"3110","itis","Dorstenia tenuis",NA,NA,NA,NA,NA,NA,NA
"3111","itis","Doryopteris collina",NA,NA,NA,NA,NA,NA,NA
"3112","itis","Doryopteris concolor",NA,NA,NA,NA,NA,NA,NA
"3113","itis","Doryopteris cyclophylla",NA,NA,NA,NA,NA,NA,NA
"3114","itis","Doryopteris patula",NA,NA,NA,NA,NA,NA,NA
"3115","itis","Doryopteris pentagona",NA,NA,NA,NA,NA,NA,NA
"3116","itis","Doryopteris sagittifolia",NA,NA,NA,NA,NA,NA,NA
"3117","itis","Douradoa consimilis",NA,NA,NA,NA,NA,NA,NA
"3118","itis","Dracaena fragrans",NA,"Magnoliopsida","Asparagales","Asparagaceae","Dracaena","Dracaena fragrans",NA
"3119","itis","Dracaena hyacinthoides",NA,NA,NA,NA,NA,NA,NA
"3120","itis","Dracaena trifasciata",NA,NA,NA,NA,NA,NA,NA
"3121","itis","Dracoglossum plantagineum",NA,"Polypodiopsida","Polypodiales","Lomariopsidaceae","Dracoglossum","Dracoglossum plantagineum",NA
"3122","itis","Dracoglossum sinuatum",NA,NA,NA,NA,NA,NA,NA
"3123","itis","Draconopteris draconoptera",NA,"Polypodiopsida","Polypodiales","Tectariaceae","Draconopteris","Draconopteris draconoptera",NA
"3124","itis","Dracontioides desciscens",NA,"Magnoliopsida","Alismatales","Araceae","Dracontioides","Dracontioides desciscens",NA
"3125","itis","Dracontium amazonense",NA,NA,NA,NA,NA,NA,NA
"3126","itis","Dracontium longipes",NA,NA,NA,NA,NA,NA,NA
"3127","itis","Dracontium margaretae",NA,NA,NA,NA,NA,NA,NA
"3128","itis","Dracontium peruvianum",NA,NA,NA,NA,NA,NA,NA
"3129","itis","Dracontium prancei",NA,NA,NA,NA,NA,NA,NA
"3130","itis","Dracontium spruceanum",NA,NA,NA,NA,NA,NA,NA
"3131","itis","Dracontium ulei",NA,NA,NA,NA,NA,NA,NA
"3132","itis","Drepanolejeunea anoplantha",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea anoplantha",NA
"3133","itis","Drepanolejeunea araucariae",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea araucariae",NA
"3134","itis","Drepanolejeunea crassiretis",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea crassiretis",NA
"3135","itis","Drepanolejeunea crucianella",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea crucianella",NA
"3136","itis","Drepanolejeunea fragilis",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea fragilis",NA
"3137","itis","Drepanolejeunea inchoata",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea inchoata",NA
"3138","itis","Drepanolejeunea lichenicola",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea lichenicola",NA
"3139","itis","Drepanolejeunea palmifolia",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea palmifolia",NA
"3140","itis","Drepanolejeunea pinnatiloba",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea pinnatiloba",NA
"3141","itis","Drepanolejeunea polyrhiza",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea polyrhiza",NA
"3142","itis","Drepanolejeunea submuricata",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Drepanolejeunea","Drepanolejeunea submuricata",NA
"3143","itis","Drimys angustifolia",NA,NA,NA,NA,NA,NA,NA
"3144","itis","Drimys roraimensis",NA,NA,NA,NA,NA,NA,NA
"3145","itis","Drosera amazonica",NA,NA,NA,NA,NA,NA,NA
"3146","itis","Drosera biflora",NA,NA,NA,NA,NA,NA,NA
"3147","itis","Drosera cayennensis",NA,NA,NA,NA,NA,NA,NA
"3148","itis","Drosera communis",NA,NA,NA,NA,NA,NA,NA
"3149","itis","Drosera esmeraldae",NA,NA,NA,NA,NA,NA,NA
"3150","itis","Drosera hirticalyx",NA,NA,NA,NA,NA,NA,NA
"3151","itis","Drosera meristocaulis",NA,NA,NA,NA,NA,NA,NA
"3152","itis","Drosera roraimae",NA,NA,NA,NA,NA,NA,NA
"3153","itis","Drosera sessilifolia",NA,NA,NA,NA,NA,NA,NA
"3154","itis","Drymaria cordata",NA,"Magnoliopsida","Caryophyllales","Caryophyllaceae","Drymaria","Drymaria cordata",NA
"3155","itis","Drymonia affinis",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia affinis",NA
"3156","itis","Drymonia anisophylla",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia anisophylla",NA
"3157","itis","Drymonia candida",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia candida",NA
"3158","itis","Drymonia coccinea",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia coccinea",NA
"3159","itis","Drymonia coriacea",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia coriacea",NA
"3160","itis","Drymonia macrophylla",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia macrophylla",NA
"3161","itis","Drymonia pendula",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia pendula",NA
"3162","itis","Drymonia semicordata",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia semicordata",NA
"3163","itis","Drymonia serrulata",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia serrulata",NA
"3164","itis","Drymonia warszewicziana",NA,"Magnoliopsida","Lamiales","Gesneriaceae","Drymonia","Drymonia warszewicziana",NA
"3165","itis","Dryopteris patula",NA,"Polypodiopsida","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris patula",NA
"3166","itis","Drypetes amazonica",NA,NA,NA,NA,NA,NA,NA
"3167","itis","Drypetes variabilis",NA,NA,NA,NA,NA,NA,NA
"3168","itis","Duckea cyperaceoidea",NA,NA,NA,NA,NA,NA,NA
"3169","itis","Duckea flava",NA,NA,NA,NA,NA,NA,NA
"3170","itis","Duckea junciformis",NA,NA,NA,NA,NA,NA,NA
"3171","itis","Duckea squarrosa",NA,NA,NA,NA,NA,NA,NA
"3172","itis","Duckeanthus grandiflorus",NA,NA,NA,NA,NA,NA,NA
"3173","itis","Duckeella adolphii",NA,NA,NA,NA,NA,NA,NA
"3174","itis","Duckeella alticola",NA,NA,NA,NA,NA,NA,NA
"3175","itis","Duckeodendron cestroides",NA,NA,NA,NA,NA,NA,NA
"3176","itis","Duckesia verrucosa",NA,NA,NA,NA,NA,NA,NA
"3177","itis","Duguetia arenicola",NA,NA,NA,NA,NA,NA,NA
"3178","itis","Duguetia argentea",NA,NA,NA,NA,NA,NA,NA
"3179","itis","Duguetia aripuanae",NA,NA,NA,NA,NA,NA,NA
"3180","itis","Duguetia asterotricha",NA,NA,NA,NA,NA,NA,NA
"3181","itis","Duguetia calycina",NA,NA,NA,NA,NA,NA,NA
"3182","itis","Duguetia cauliflora",NA,NA,NA,NA,NA,NA,NA
"3183","itis","Duguetia chrysea",NA,NA,NA,NA,NA,NA,NA
"3184","itis","Duguetia echinophora",NA,NA,NA,NA,NA,NA,NA
"3185","itis","Duguetia elliptica",NA,NA,NA,NA,NA,NA,NA
"3186","itis","Duguetia flagellaris",NA,NA,NA,NA,NA,NA,NA
"3187","itis","Duguetia hadrantha",NA,NA,NA,NA,NA,NA,NA
"3188","itis","Duguetia latifolia",NA,NA,NA,NA,NA,NA,NA
"3189","itis","Duguetia lepidota",NA,NA,NA,NA,NA,NA,NA
"3190","itis","Duguetia longicuspis",NA,NA,NA,NA,NA,NA,NA
"3191","itis","Duguetia macrocalyx",NA,NA,NA,NA,NA,NA,NA
"3192","itis","Duguetia macrophylla",NA,NA,NA,NA,NA,NA,NA
"3193","itis","Duguetia manausensis",NA,NA,NA,NA,NA,NA,NA
"3194","itis","Duguetia marcgraviana",NA,NA,NA,NA,NA,NA,NA
"3195","itis","Duguetia megalocarpa",NA,NA,NA,NA,NA,NA,NA
"3196","itis","Duguetia odorata",NA,NA,NA,NA,NA,NA,NA
"3197","itis","Duguetia pycnastera",NA,NA,NA,NA,NA,NA,NA
"3198","itis","Duguetia quitarensis",NA,NA,NA,NA,NA,NA,NA
"3199","itis","Duguetia rigida",NA,NA,NA,NA,NA,NA,NA
"3200","itis","Duguetia rionegrensis",NA,NA,NA,NA,NA,NA,NA
"3201","itis","Duguetia riparia",NA,NA,NA,NA,NA,NA,NA
"3202","itis","Duguetia sancticaroli",NA,NA,NA,NA,NA,NA,NA
"3203","itis","Duguetia spixiana",NA,NA,NA,NA,NA,NA,NA
"3204","itis","Duguetia stelechantha",NA,NA,NA,NA,NA,NA,NA
"3205","itis","Duguetia stenantha",NA,NA,NA,NA,NA,NA,NA
"3206","itis","Duguetia subcordata",NA,NA,NA,NA,NA,NA,NA
"3207","itis","Duguetia surinamensis",NA,NA,NA,NA,NA,NA,NA
"3208","itis","Duguetia tenuis",NA,NA,NA,NA,NA,NA,NA
"3209","itis","Duguetia trunciflora",NA,NA,NA,NA,NA,NA,NA
"3210","itis","Duguetia ulei",NA,NA,NA,NA,NA,NA,NA
"3211","itis","Duguetia uniflora",NA,NA,NA,NA,NA,NA,NA
"3212","itis","Duguetia venezuelana",NA,NA,NA,NA,NA,NA,NA
"3213","itis","Duidania montana",NA,NA,NA,NA,NA,NA,NA
"3214","itis","Dulacia candida",NA,NA,NA,NA,NA,NA,NA
"3215","itis","Dulacia guianensis",NA,NA,NA,NA,NA,NA,NA
"3216","itis","Dulacia inopiflora",NA,NA,NA,NA,NA,NA,NA
"3217","itis","Dulacia macrophylla",NA,NA,NA,NA,NA,NA,NA
"3218","itis","Dulacia redmondii",NA,NA,NA,NA,NA,NA,NA
"3219","itis","Dumortiera hirsuta",NA,"Marchantiopsida","Marchantiales","Dumortieraceae","Dumortiera","Dumortiera hirsuta",NA
